recency,frequency,monetary,segment
2015-02-26,21,1424,P0
2014-07-01,18,1261,P0
2014-09-12,23,1515,P0
2015-01-29,17,1172,P0
2015-01-17,20,1563,P0
2015-03-04,22,1675,P0
2014-10-01,18,1210,P0
2015-03-04,30,2022,P0
2014-10-18,22,1479,P0
2015-03-07,23,1680,P0
2015-01-03,24,1610,P0
2015-01-04,14,881,P2
2015-02-20,28,2145,P0
2015-02-14,22,1736,P0
2014-12-14,23,1764,P0
2014-11-09,21,1438,P0
2014-11-12,17,1322,P0
2015-01-15,16,1196,P0
2014-12-14,23,1640,P0
2015-02-20,18,1422,P0
2014-08-15,18,1295,P0
2015-02-04,19,1356,P0
2015-02-10,14,999,P2
2014-11-25,24,1670,P0
2015-03-15,20,1432,P0
2014-11-26,10,733,P2
2014-12-26,20,1323,P0
2015-02-15,23,1604,P0
2015-02-28,16,1075,P0
2015-01-22,20,1328,P0
2015-02-13,19,1404,P0
2014-06-25,20,1309,P0
2014-12-23,25,1592,P0
2015-03-13,30,2069,P0
2014-12-22,18,1281,P0
2014-12-08,17,1384,P0
2015-01-28,14,966,P2
2014-10-15,15,1013,P0
2014-06-27,19,1264,P0
2014-11-25,13,971,P2
2014-11-28,20,1406,P0
2015-03-11,17,1220,P0
2014-11-27,22,1582,P0
2015-02-26,23,1683,P0
2015-02-12,24,1563,P0
2015-03-12,20,1408,P0
2015-02-06,16,1005,P0
2014-10-02,19,1410,P0
2015-03-13,24,1816,P0
2015-01-27,15,1034,P0
2014-11-28,22,1488,P0
2015-03-12,18,1320,P0
2015-02-26,21,1506,P0
2015-01-01,23,1518,P0
2015-03-05,13,993,P2
2015-02-12,24,1625,P0
2015-03-16,24,1772,P0
2015-01-20,19,1392,P0
2014-08-21,15,1102,P0
2015-03-07,22,1459,P0
2015-03-13,11,804,P2
2015-01-29,17,1432,P0
2015-02-19,29,1962,P0
2015-02-19,20,1396,P0
2015-02-01,27,1983,P0
2014-06-30,31,2260,P0
2014-11-12,15,1019,P0
2015-02-10,22,1544,P0
2015-03-16,19,1279,P0
2015-01-25,21,1344,P0
2015-02-01,21,1461,P0
2015-03-14,16,968,P2
2015-03-02,18,1190,P0
2014-12-21,18,1183,P0
2015-01-20,22,1520,P0
2015-03-13,12,822,P2
2014-11-30,25,1772,P0
2015-01-26,22,1350,P0
2015-01-21,16,1214,P0
2015-02-26,24,1554,P0
2015-03-13,19,1322,P0
2015-02-09,18,1320,P0
2015-03-04,29,1983,P0
2014-07-30,21,1396,P0
2015-01-21,17,1267,P0
2014-09-24,18,1248,P0
2015-03-11,15,993,P2
2015-01-14,16,1125,P0
2014-10-18,14,1113,P2
2015-02-16,18,1298,P0
2014-07-11,18,1190,P0
2015-03-09,26,1884,P0
2015-01-09,21,1575,P0
2014-10-21,15,895,P2
2015-02-14,25,1674,P0
2015-03-05,23,1541,P0
2015-02-20,13,833,P2
2015-03-15,18,1481,P0
2014-12-26,19,1327,P0
2015-01-30,13,922,P2
2014-10-20,13,864,P2
2014-11-17,14,939,P2
2014-09-15,22,1525,P0
2015-02-20,20,1434,P0
2015-01-13,27,1733,P0
2014-11-22,23,1571,P0
2014-11-14,17,1218,P0
2015-03-16,20,1712,P0
2015-02-04,22,1610,P0
2014-11-10,20,1380,P0
2015-02-19,20,1464,P0
2015-01-11,15,1151,P0
2015-01-23,20,1409,P0
2014-12-05,14,1027,P2
2014-10-07,18,1200,P0
2015-03-11,21,1421,P0
2014-12-15,17,1178,P0
2014-08-21,20,1400,P0
2014-08-05,19,1356,P0
2015-02-25,27,2008,P0
2014-12-18,15,1085,P0
2014-10-10,12,780,P2
2015-03-10,21,1475,P0
2015-02-16,15,1100,P0
2015-03-07,13,918,P2
2015-03-05,32,2087,P0
2015-02-06,18,1315,P0
2014-07-12,17,1201,P0
2015-02-28,19,1345,P0
2015-03-10,20,1361,P0
2015-03-11,23,1734,P0
2015-02-14,20,1387,P0
2015-02-20,18,1278,P0
2015-02-26,30,2199,P0
2015-02-27,27,1800,P0
2015-02-26,16,1027,P0
2015-02-23,17,1241,P0
2015-01-16,16,1103,P0
2015-01-11,17,1177,P0
2015-03-08,25,1824,P0
2015-02-04,24,1565,P0
2014-08-30,13,894,P2
2015-03-05,21,1561,P0
2015-01-03,18,1290,P0
2015-02-14,22,1526,P0
2015-01-24,16,1156,P0
2014-10-02,18,1406,P0
2015-02-11,26,1575,P0
2014-11-03,17,1229,P0
2014-11-29,18,1228,P0
2015-02-06,22,1460,P0
2014-08-29,12,943,P2
2015-03-14,14,923,P2
2015-01-31,25,1688,P0
2014-10-05,18,1219,P0
2015-02-01,15,1043,P0
2014-12-23,18,1358,P0
2015-03-09,9,598,P2
2015-02-28,20,1503,P0
2014-10-24,17,1067,P0
2014-12-23,17,1234,P0
2015-02-17,23,1539,P0
2015-02-22,29,1980,P0
2015-03-16,21,1416,P0
2014-11-21,20,1553,P0
2015-03-04,24,1837,P0
2015-03-06,24,1825,P0
2015-02-14,24,1664,P0
2014-08-16,24,1635,P0
2015-03-12,17,1207,P0
2014-12-09,21,1435,P0
2014-12-02,13,1002,P2
2015-03-04,17,1331,P0
2015-02-26,24,1623,P0
2015-02-13,16,1031,P0
2015-03-08,23,1477,P0
2015-03-09,23,1623,P0
2014-12-21,17,1082,P0
2015-01-23,16,1175,P0
2015-01-01,17,1136,P0
2015-01-05,17,1171,P0
2015-03-15,20,1523,P0
2015-02-02,23,1628,P0
2015-02-03,22,1503,P0
2015-02-23,10,692,P2
2014-10-15,22,1584,P0
2015-02-18,20,1464,P0
2015-02-06,32,2326,P0
2015-03-16,29,1970,P0
2014-10-20,17,1152,P0
2015-01-12,16,1164,P0
2014-12-22,20,1523,P0
2015-03-06,19,1317,P0
2015-03-11,21,1557,P0
2015-02-13,14,1033,P2
2014-11-02,22,1648,P0
2014-09-24,13,903,P2
2014-09-15,13,921,P2
2014-08-16,19,1322,P0
2015-02-14,19,1500,P0
2015-01-08,22,1457,P0
2014-12-20,18,1326,P0
2015-02-06,14,971,P2
2014-11-17,20,1337,P0
2015-01-23,16,1247,P0
2014-10-27,14,931,P2
2015-02-10,29,1945,P0
2014-10-27,16,1168,P0
2015-01-23,16,1029,P0
2015-03-06,20,1311,P0
2015-02-25,17,1326,P0
2015-02-20,22,1582,P0
2015-02-16,21,1551,P0
2014-12-07,19,1332,P0
2015-03-14,28,2109,P0
2015-03-12,17,1169,P0
2015-01-22,21,1556,P0
2015-02-09,23,1784,P0
2015-02-08,19,1350,P0
2015-02-22,17,1234,P0
2015-03-07,24,1687,P0
2015-03-16,25,1745,P0
2015-01-24,28,1815,P0
2014-06-18,15,1060,P0
2015-03-13,23,1723,P0
2014-07-16,19,1265,P0
2015-01-01,19,1204,P0
2015-01-09,25,1723,P0
2015-01-02,26,1912,P0
2014-08-27,11,774,P2
2015-01-30,21,1301,P0
2015-03-16,25,1660,P0
2015-03-01,21,1574,P0
2015-02-21,18,1102,P0
2015-03-09,29,1994,P0
2015-01-30,22,1662,P0
2015-01-30,24,1676,P0
2015-01-26,15,1001,P0
2015-02-19,22,1504,P0
2014-09-17,17,1158,P0
2015-02-14,25,1702,P0
2015-03-16,26,1849,P0
2015-03-05,17,1262,P0
2015-02-27,21,1476,P0
2015-03-11,20,1251,P0
2014-03-19,13,824,P2
2015-03-11,18,1213,P0
2015-03-07,11,874,P2
2015-02-11,13,982,P2
2015-03-07,18,1293,P0
2015-01-30,23,1651,P0
2015-02-07,21,1540,P0
2014-10-02,22,1533,P0
2015-03-02,22,1683,P0
2015-01-11,17,1161,P0
2015-02-01,22,1745,P0
2014-11-01,22,1657,P0
2014-10-03,19,1387,P0
2014-10-02,11,915,P2
2014-12-23,12,772,P2
2015-03-06,16,1169,P0
2014-11-23,22,1721,P0
2014-12-15,17,1221,P0
2015-01-04,26,1841,P0
2015-01-12,16,1151,P0
2014-10-18,23,1658,P0
2015-02-10,25,1559,P0
2015-02-04,19,1294,P0
2015-03-14,25,1679,P0
2015-01-04,15,1076,P0
2015-02-07,23,1627,P0
2014-11-26,18,1311,P0
2015-01-10,18,1168,P0
2015-02-17,22,1642,P0
2015-01-30,19,1316,P0
2015-02-23,19,1170,P0
2014-11-10,22,1526,P0
2015-01-25,16,1078,P0
2015-02-25,16,1168,P0
2015-03-16,21,1344,P0
2015-02-23,22,1359,P0
2015-03-01,14,997,P2
2015-03-07,18,1208,P0
2014-12-15,18,1274,P0
2015-01-30,23,1528,P0
2015-02-11,15,1039,P0
2015-03-15,20,1361,P0
2015-03-16,21,1579,P0
2014-12-24,16,1118,P0
2014-12-10,19,1393,P0
2014-12-20,26,1926,P0
2015-03-01,21,1343,P0
2015-02-21,19,1216,P0
2014-12-21,19,1386,P0
2014-11-07,19,1503,P0
2015-03-12,25,1957,P0
2015-03-14,24,1784,P0
2015-02-05,18,1264,P0
2015-02-02,21,1453,P0
2015-03-12,26,1685,P0
2014-12-20,25,1730,P0
2015-02-23,21,1383,P0
2015-01-19,25,1659,P0
2014-12-24,19,1400,P0
2015-01-03,17,1327,P0
2014-11-07,21,1348,P0
2014-01-30,17,1071,P0
2015-03-03,16,1046,P0
2014-05-26,21,1558,P0
2015-01-14,12,512,P2
2015-02-09,12,564,P2
2015-02-12,15,691,P2
2015-03-05,16,568,P2
2014-06-08,11,563,P2
2014-07-02,12,484,P2
2015-03-14,13,666,P2
2014-11-12,11,464,P2
2015-02-20,18,830,P2
2015-02-03,17,834,P2
2015-02-02,12,669,P2
2014-06-16,11,463,P2
2015-01-02,11,520,P2
2013-12-12,8,447,P2
2014-09-18,9,454,P2
2015-02-05,16,747,P2
2014-08-18,17,677,P2
2014-02-27,11,535,P2
2015-03-13,15,691,P2
2015-02-24,11,463,P2
2015-02-17,12,542,P2
2015-02-21,14,609,P2
2014-11-27,10,441,P2
2014-04-15,12,565,P2
2014-09-28,15,663,P2
2015-01-20,9,509,P2
2015-03-03,15,706,P2
2014-10-10,11,585,P2
2015-02-16,16,715,P2
2015-01-22,19,808,P2
2014-10-06,13,619,P2
2014-08-16,11,365,P2
2014-08-09,13,677,P2
2014-10-25,15,629,P2
2015-03-09,11,567,P2
2015-01-20,8,353,P2
2014-12-23,18,942,P2
2014-12-11,19,857,P2
2014-12-17,8,350,P2
2015-01-27,9,405,P2
2015-03-10,16,613,P2
2015-02-10,12,558,P2
2015-03-16,16,529,P2
2014-11-10,14,424,P2
2014-12-30,13,508,P2
2015-02-25,12,511,P2
2014-12-04,8,319,P2
2015-02-08,16,693,P2
2015-01-24,12,542,P2
2015-03-12,16,687,P2
2015-02-25,17,616,P2
2015-02-06,11,529,P2
2015-02-27,19,860,P2
2013-12-01,7,341,P2
2014-12-08,16,594,P2
2014-11-17,10,450,P2
2014-09-04,7,297,P2
2014-11-09,10,471,P2
2015-03-13,11,457,P2
2015-03-15,13,415,P2
2014-07-01,14,594,P2
2015-01-26,13,596,P2
2015-02-21,16,820,P2
2015-01-23,11,496,P2
2015-01-11,12,342,P2
2014-12-06,11,481,P2
2015-02-13,21,684,P2
2014-09-07,16,913,P2
2014-12-15,15,520,P2
2014-09-10,16,759,P2
2014-12-04,18,752,P2
2015-03-04,18,846,P2
2015-03-16,21,994,P2
2015-03-05,18,707,P2
2015-01-23,12,596,P2
2015-02-22,17,916,P2
2015-03-12,11,468,P2
2015-01-12,19,841,P2
2014-09-07,13,475,P2
2015-01-09,17,626,P2
2014-11-11,12,515,P2
2014-06-06,10,565,P2
2014-03-24,14,606,P2
2015-02-24,9,445,P2
2015-03-15,15,657,P2
2014-10-06,12,610,P2
2015-01-21,13,665,P2
2014-11-12,13,663,P2
2014-09-27,14,651,P2
2015-01-23,12,702,P2
2015-01-21,11,449,P2
2014-08-20,12,557,P2
2015-01-28,14,622,P2
2015-03-13,14,665,P2
2014-09-08,15,685,P2
2015-02-05,12,604,P2
2015-02-09,8,409,P2
2015-03-14,16,855,P2
2014-12-08,15,490,P2
2014-12-01,13,512,P2
2014-10-09,12,542,P2
2014-11-09,11,506,P2
2015-03-09,12,533,P2
2014-11-03,20,827,P2
2014-10-28,21,901,P2
2014-12-29,13,547,P2
2015-02-07,18,825,P2
2015-03-12,13,555,P2
2015-02-24,7,331,P2
2014-09-26,12,488,P2
2015-01-30,13,559,P2
2015-01-08,13,667,P2
2014-11-21,4,191,P2
2015-01-28,10,465,P2
2014-09-06,12,435,P2
2015-02-19,19,1001,P0
2013-10-29,10,505,P2
2014-12-31,12,638,P2
2015-03-11,15,753,P2
2014-10-13,16,796,P2
2014-09-01,12,498,P2
2014-11-06,13,656,P2
2015-03-12,17,566,P2
2014-10-24,13,663,P2
2015-02-02,16,538,P2
2014-08-08,18,840,P2
2015-02-07,16,653,P2
2014-07-07,7,438,P2
2014-12-28,21,787,P2
2015-02-16,18,785,P2
2014-06-15,7,353,P2
2015-02-06,11,493,P2
2014-10-26,17,767,P2
2014-12-06,12,512,P2
2014-03-24,8,389,P2
2015-02-03,19,894,P2
2015-03-07,11,394,P2
2014-08-19,14,626,P2
2014-12-25,18,721,P2
2015-03-14,12,617,P2
2014-09-16,9,413,P2
2014-02-11,10,503,P2
2014-11-14,13,636,P2
2015-01-08,21,821,P2
2014-08-15,11,362,P2
2015-02-19,8,427,P2
2014-04-15,12,519,P2
2014-09-25,13,692,P2
2014-07-29,19,822,P2
2014-12-19,16,700,P2
2014-09-20,13,572,P2
2015-03-13,11,501,P2
2015-02-06,8,400,P2
2015-01-24,11,372,P2
2014-09-11,9,296,P2
2014-08-06,16,823,P2
2014-11-13,17,899,P2
2015-01-07,13,562,P2
2015-01-24,19,894,P2
2015-02-09,16,632,P2
2014-07-22,14,640,P2
2015-02-17,13,760,P2
2015-03-11,13,690,P2
2014-12-06,10,480,P2
2015-02-17,16,760,P2
2014-12-18,13,544,P2
2014-06-06,14,706,P2
2015-01-11,15,669,P2
2014-10-23,14,628,P2
2015-03-04,13,550,P2
2014-09-14,8,357,P2
2015-01-08,12,591,P2
2014-12-09,19,900,P2
2015-01-06,14,551,P2
2015-01-07,12,449,P2
2014-03-27,15,704,P2
2014-07-08,10,404,P2
2015-02-11,10,376,P2
2014-12-10,14,704,P2
2015-03-16,12,543,P2
2015-02-23,11,382,P2
2015-01-01,17,670,P2
2015-02-10,23,1078,P0
2015-03-13,15,788,P2
2015-03-04,14,698,P2
2015-01-31,14,685,P2
2014-12-06,15,735,P2
2014-12-08,13,633,P2
2015-02-19,14,722,P2
2015-02-14,15,649,P2
2015-02-02,18,971,P2
2014-12-27,11,473,P2
2014-12-01,13,585,P2
2015-03-12,9,370,P2
2013-06-09,11,516,P2
2015-02-26,17,760,P2
2015-01-11,8,452,P2
2014-11-16,8,300,P2
2015-02-10,9,421,P2
2015-02-26,7,374,P2
2015-03-05,15,704,P2
2013-10-13,8,354,P2
2014-11-03,12,516,P2
2015-02-15,21,1165,P0
2014-08-20,9,488,P2
2015-02-28,16,680,P2
2014-12-18,14,614,P2
2014-09-11,10,441,P2
2015-02-22,12,411,P2
2014-08-26,16,714,P2
2014-11-11,17,673,P2
2014-08-20,19,782,P2
2014-08-25,15,840,P2
2015-02-20,14,609,P2
2015-01-23,16,782,P2
2014-08-10,11,447,P2
2014-11-14,11,539,P2
2015-02-17,18,665,P2
2015-03-06,13,660,P2
2014-11-06,23,1108,P0
2014-09-16,4,149,P2
2014-08-02,17,780,P2
2014-11-15,9,432,P2
2014-07-14,18,743,P2
2015-02-08,20,753,P2
2015-02-25,11,494,P2
2015-01-16,18,720,P2
2014-06-20,14,566,P2
2015-01-07,9,315,P2
2015-02-15,13,536,P2
2015-01-08,14,713,P2
2015-02-20,17,819,P2
2014-12-06,10,343,P2
2014-09-30,10,527,P2
2015-03-12,21,982,P2
2015-01-03,13,676,P2
2015-02-28,8,497,P2
2014-03-24,17,841,P2
2014-09-17,13,648,P2
2015-02-04,16,663,P2
2014-08-01,14,535,P2
2013-12-12,13,718,P2
2014-12-31,14,695,P2
2014-12-26,14,539,P2
2014-10-14,15,568,P2
2015-03-05,6,279,P2
2015-01-19,11,479,P2
2015-02-02,13,545,P2
2015-02-27,13,460,P2
2015-03-10,16,680,P2
2014-08-27,20,846,P2
2015-01-09,21,912,P2
2015-02-27,15,708,P2
2015-02-09,17,783,P2
2014-12-24,16,762,P2
2015-03-12,11,430,P2
2015-01-29,19,909,P2
2014-08-09,17,775,P2
2014-06-27,12,518,P2
2014-06-11,14,670,P2
2014-11-25,16,778,P2
2014-10-03,13,507,P2
2014-11-09,13,617,P2
2014-12-26,19,836,P2
2014-02-17,11,409,P2
2015-02-19,18,750,P2
2014-10-31,13,628,P2
2015-02-28,16,840,P2
2014-02-13,16,833,P2
2015-01-28,20,974,P2
2014-11-21,17,534,P2
2015-03-04,12,566,P2
2015-03-11,13,625,P2
2015-01-04,9,491,P2
2014-11-09,13,467,P2
2015-01-30,13,451,P2
2015-02-25,14,459,P2
2015-01-31,13,599,P2
2015-03-12,15,660,P2
2015-01-01,13,517,P2
2014-12-07,13,441,P2
2015-03-11,25,1198,P0
2015-01-09,14,485,P2
2015-02-04,16,669,P2
2014-10-01,19,880,P2
2015-02-15,15,766,P2
2015-02-21,17,576,P2
2014-12-30,14,572,P2
2015-03-02,17,647,P2
2015-02-14,15,691,P2
2015-02-01,14,729,P2
2015-01-25,22,1021,P0
2015-02-25,19,804,P2
2014-09-23,19,854,P2
2015-03-03,21,736,P2
2014-07-18,11,549,P2
2014-12-20,16,757,P2
2015-01-16,12,585,P2
2014-05-02,10,428,P2
2015-03-01,10,413,P2
2014-10-14,14,629,P2
2015-01-01,16,633,P2
2014-10-14,15,784,P2
2015-01-25,11,513,P2
2014-07-06,8,432,P2
2015-03-16,18,836,P2
2014-12-25,18,825,P2
2015-01-16,17,736,P2
2015-03-11,10,518,P2
2015-01-20,15,609,P2
2015-03-06,15,465,P2
2015-01-04,12,463,P2
2015-02-23,15,769,P2
2015-03-09,10,470,P2
2014-12-21,18,878,P2
2014-11-04,6,223,P2
2014-10-22,13,556,P2
2015-03-04,12,563,P2
2015-03-13,12,469,P2
2014-12-22,9,358,P2
2015-02-27,15,619,P2
2015-01-29,16,724,P2
2015-01-16,9,448,P2
2015-02-16,10,541,P2
2015-02-08,12,628,P2
2014-07-19,11,537,P2
2014-12-05,13,597,P2
2014-11-26,12,419,P2
2015-03-08,13,659,P2
2015-01-22,16,516,P2
2015-02-09,11,409,P2
2014-12-13,19,805,P2
2015-03-03,11,502,P2
2015-03-11,10,365,P2
2014-09-23,7,381,P2
2015-03-14,14,561,P2
2014-11-30,11,451,P2
2015-02-24,12,470,P2
2014-08-30,12,535,P2
2014-11-04,11,532,P2
2015-02-24,12,571,P2
2014-04-09,12,530,P2
2014-02-21,11,477,P2
2014-12-15,11,403,P2
2015-03-11,14,553,P2
2014-11-12,15,608,P2
2015-02-03,12,587,P2
2015-02-17,15,619,P2
2014-10-21,13,505,P2
2014-11-08,19,744,P2
2014-07-23,15,688,P2
2015-03-14,16,663,P2
2015-02-22,12,520,P2
2014-08-10,14,613,P2
2015-03-07,19,729,P2
2015-03-07,13,533,P2
2015-01-23,14,731,P2
2014-03-03,14,752,P2
2015-03-08,16,866,P2
2014-08-03,14,611,P2
2014-10-30,17,680,P2
2015-01-20,11,474,P2
2014-12-29,12,516,P2
2014-08-10,13,517,P2
2014-12-16,12,456,P2
2014-02-22,6,304,P2
2014-12-24,12,541,P2
2013-12-23,10,417,P2
2015-02-08,7,280,P2
2014-11-26,15,606,P2
2014-11-14,10,432,P2
2015-02-22,13,705,P2
2014-07-27,8,318,P2
2015-02-16,5,298,P2
2015-03-03,16,764,P2
2015-02-11,9,372,P2
2015-02-21,16,701,P2
2014-12-19,10,545,P2
2015-02-07,18,821,P2
2015-01-01,13,630,P2
2014-10-28,16,584,P2
2015-02-26,10,513,P2
2015-02-21,12,518,P2
2015-03-09,14,710,P2
2015-01-19,15,632,P2
2015-01-30,18,791,P2
2014-10-03,13,543,P2
2015-02-09,17,665,P2
2015-03-11,18,813,P2
2015-03-15,15,677,P2
2014-09-18,8,417,P2
2015-01-23,15,699,P2
2014-12-30,10,415,P2
2015-02-25,13,557,P2
2014-08-20,18,809,P2
2014-10-21,10,456,P2
2014-11-22,16,623,P2
2015-01-25,10,540,P2
2014-05-22,14,615,P2
2014-11-30,15,622,P2
2014-09-12,10,484,P2
2015-03-02,15,760,P2
2014-09-24,13,594,P2
2014-12-21,11,374,P2
2014-11-12,16,747,P2
2015-03-05,10,558,P2
2015-03-13,13,661,P2
2014-09-03,6,197,P2
2014-12-10,10,434,P2
2014-03-03,10,500,P2
2014-07-19,8,311,P2
2015-02-17,14,566,P2
2015-01-15,14,594,P2
2015-03-03,13,581,P2
2015-03-02,14,586,P2
2015-01-05,10,492,P2
2014-07-08,8,358,P2
2014-09-19,11,482,P2
2014-06-06,12,544,P2
2015-02-01,19,813,P2
2014-11-23,11,454,P2
2014-12-23,15,825,P2
2014-09-28,8,350,P2
2015-03-11,15,688,P2
2014-10-08,16,735,P2
2015-02-19,12,528,P2
2014-12-09,12,617,P2
2014-10-26,20,900,P2
2014-02-22,20,828,P2
2015-03-15,6,251,P2
2015-01-22,18,734,P2
2015-02-22,19,876,P2
2014-08-29,17,818,P2
2015-02-19,13,662,P2
2015-02-27,17,784,P2
2015-02-19,10,416,P2
2014-12-15,12,530,P2
2014-06-29,10,433,P2
2015-02-14,15,810,P2
2014-09-10,12,409,P2
2014-01-22,16,688,P2
2015-01-13,18,736,P2
2015-02-22,6,202,P2
2015-01-14,15,573,P2
2014-12-14,18,701,P2
2015-03-10,14,565,P2
2014-10-05,11,459,P2
2014-10-20,10,500,P2
2013-09-16,8,401,P2
2014-02-05,13,580,P2
2015-02-26,9,444,P2
2014-11-16,9,544,P2
2014-09-07,17,758,P2
2015-02-23,12,492,P2
2015-02-11,16,684,P2
2014-12-20,9,478,P2
2014-12-04,16,754,P2
2014-12-01,10,490,P2
2015-02-10,8,269,P2
2015-01-01,15,712,P2
2015-03-09,12,594,P2
2015-01-18,19,848,P2
2014-12-13,9,369,P2
2015-02-25,15,622,P2
2014-12-18,12,440,P2
2015-02-18,16,634,P2
2014-09-07,26,1145,P0
2015-02-07,21,977,P2
2015-02-26,15,616,P2
2015-02-15,17,848,P2
2015-03-02,15,799,P2
2014-12-13,12,578,P2
2014-08-20,13,544,P2
2015-02-07,21,997,P2
2015-03-07,17,640,P2
2015-03-01,10,283,P2
2014-10-13,13,541,P2
2014-10-13,14,759,P2
2015-02-10,12,522,P2
2015-02-20,12,492,P2
2014-12-25,9,409,P2
2014-02-22,7,333,P2
2014-07-08,8,358,P2
2015-01-09,13,653,P2
2014-10-21,14,693,P2
2015-01-18,7,370,P2
2014-12-25,16,667,P2
2014-12-27,18,794,P2
2015-02-18,11,513,P2
2014-11-11,12,579,P2
2015-03-01,17,790,P2
2015-02-28,21,969,P2
2013-11-11,7,332,P2
2015-01-14,13,643,P2
2015-01-26,10,452,P2
2014-10-30,16,805,P2
2015-02-12,12,475,P2
2014-06-08,16,710,P2
2015-02-25,18,840,P2
2014-11-09,15,779,P2
2015-02-01,16,739,P2
2015-03-13,10,481,P2
2015-03-06,14,660,P2
2014-12-02,17,869,P2
2014-06-03,8,454,P2
2015-03-05,14,486,P2
2013-09-13,10,439,P2
2015-02-23,19,971,P2
2015-03-16,11,558,P2
2015-02-28,17,723,P2
2015-02-05,21,802,P2
2015-03-11,10,470,P2
2015-01-14,8,275,P2
2014-12-29,6,195,P2
2015-02-19,13,503,P2
2015-03-13,14,566,P2
2015-01-29,13,603,P2
2014-11-23,10,518,P2
2015-02-26,11,534,P2
2015-02-26,20,973,P2
2015-03-02,10,549,P2
2014-12-10,18,806,P2
2015-01-07,11,311,P2
2015-02-22,15,705,P2
2015-02-02,16,741,P2
2015-01-15,13,552,P2
2015-03-08,14,622,P2
2015-02-10,14,573,P2
2015-02-22,16,867,P2
2014-07-20,12,471,P2
2014-07-09,15,615,P2
2013-06-29,9,371,P2
2014-08-20,14,526,P2
2014-11-20,15,763,P2
2015-01-27,12,626,P2
2014-07-15,13,771,P2
2014-12-02,7,265,P2
2014-12-02,15,543,P2
2014-09-12,15,682,P2
2014-12-16,15,710,P2
2015-02-16,9,423,P2
2015-01-21,10,491,P2
2014-11-11,13,577,P2
2015-02-15,15,627,P2
2015-02-01,9,323,P2
2015-02-24,18,918,P2
2015-02-17,18,788,P2
2015-02-22,12,569,P2
2014-11-29,18,881,P2
2015-03-03,21,896,P2
2014-10-12,10,442,P2
2015-01-25,11,514,P2
2015-01-02,15,636,P2
2015-01-26,10,314,P2
2015-03-01,12,595,P2
2013-05-07,9,352,P2
2014-12-22,14,644,P2
2014-11-05,9,517,P2
2014-12-07,17,815,P2
2015-01-21,14,572,P2
2015-01-04,17,751,P2
2014-09-26,21,813,P2
2014-11-13,14,417,P2
2014-12-31,15,601,P2
2015-03-09,18,853,P2
2015-01-27,12,412,P2
2014-11-23,15,721,P2
2014-09-23,10,469,P2
2015-03-02,12,537,P2
2014-11-04,10,475,P2
2014-06-06,12,531,P2
2014-12-21,11,391,P2
2015-02-20,13,511,P2
2014-07-31,12,448,P2
2015-01-01,11,401,P2
2014-10-07,8,373,P2
2014-12-14,11,497,P2
2015-03-15,16,650,P2
2014-10-28,10,347,P2
2015-01-10,12,576,P2
2014-11-04,19,844,P2
2014-10-07,12,593,P2
2014-11-29,8,420,P2
2015-03-11,15,622,P2
2015-02-28,10,374,P2
2014-05-29,13,564,P2
2014-09-19,16,690,P2
2015-02-18,14,517,P2
2015-01-06,11,422,P2
2014-10-15,13,509,P2
2014-12-28,12,448,P2
2014-11-16,10,518,P2
2014-11-29,14,652,P2
2014-10-15,16,626,P2
2014-10-08,16,629,P2
2014-01-26,16,718,P2
2014-12-21,13,467,P2
2014-11-07,12,453,P2
2014-12-27,14,626,P2
2015-03-16,11,526,P2
2015-01-28,12,590,P2
2014-03-29,4,221,P2
2015-01-26,8,489,P2
2014-12-29,12,495,P2
2014-04-03,13,657,P2
2015-03-16,10,540,P2
2015-01-31,18,919,P2
2015-01-23,11,512,P2
2015-02-09,10,505,P2
2015-02-15,11,419,P2
2015-01-15,17,707,P2
2015-01-25,18,740,P2
2015-03-05,16,683,P2
2014-11-06,15,582,P2
2015-03-03,17,848,P2
2014-11-05,14,624,P2
2015-03-02,10,463,P2
2014-04-25,9,476,P2
2014-11-06,16,570,P2
2014-09-07,11,570,P2
2015-03-03,12,524,P2
2014-11-06,11,535,P2
2014-11-29,16,749,P2
2015-02-09,13,437,P2
2015-01-27,13,598,P2
2015-02-05,19,800,P2
2014-10-20,13,575,P2
2015-01-05,14,660,P2
2014-07-29,10,443,P2
2015-03-03,9,476,P2
2015-02-20,16,601,P2
2014-06-10,17,872,P2
2014-12-13,12,541,P2
2015-03-14,17,853,P2
2015-02-27,15,716,P2
2014-12-25,18,939,P2
2015-01-26,16,822,P2
2015-02-27,18,688,P2
2014-12-20,12,467,P2
2014-12-28,10,447,P2
2014-12-20,13,660,P2
2014-06-06,11,642,P2
2014-12-26,22,1081,P0
2015-01-10,15,680,P2
2014-11-29,16,770,P2
2015-01-13,13,503,P2
2014-03-20,10,396,P2
2014-12-14,9,367,P2
2015-02-16,16,622,P2
2015-02-09,12,528,P2
2014-12-22,10,410,P2
2014-11-16,16,746,P2
2014-12-08,16,696,P2
2014-12-03,17,660,P2
2014-09-17,14,618,P2
2014-11-19,17,732,P2
2014-10-31,13,531,P2
2015-01-22,11,501,P2
2014-09-05,18,799,P2
2015-03-12,20,755,P2
2014-06-30,9,396,P2
2014-05-03,19,894,P2
2014-10-27,9,421,P2
2015-02-13,12,514,P2
2014-01-02,11,496,P2
2015-02-03,10,473,P2
2014-09-08,18,726,P2
2014-12-30,12,654,P2
2014-11-22,11,630,P2
